Projeto_ID,Projeto_name,Duracao_meses,Orcamento_R$,Tamanho_da_Equipe,RecursosDisponiveis,cargoFuncionario,Sucesso
PROJ_0623,Dashboard Analytics Web,8.6,787192.52,5,baixo,Desenvolvedor Senior,0
PROJ_0624,Sistema Financeiro,3.4,165002.37,3,médio,Consultor Técnico,1
PROJ_0625,Sistema de Compras V2,7.8,172958.25,2,médio,Arquiteto de Software,1
PROJ_0626,Sistema de RH,6.7,220491.63,3,alto,Consultor Técnico,0
PROJ_0627,Portal Interno Pro,3.4,101173.81,2,médio,Líder Técnico,1
PROJ_0628,Sistema de Produção Web,5.1,155398.52,2,médio,Analista de Sistemas,1
PROJ_0629,Portal de Relatórios,6.1,300602.16,2,baixo,Analista de Sistemas,0
PROJ_0630,Dashboard Analytics,6.1,141607.74,2,baixo,Líder Técnico,0
PROJ_0631,Plataforma de Cursos,8.6,234867.07,2,baixo,Líder Técnico,1
PROJ_0632,App Mobile de Vendas,6.0,186908.96,2,alto,Gerente de Projetos,0
PROJ_0633,Portal do Cliente Web,2.3,83438.66,2,baixo,Líder Técnico,1
PROJ_0634,Portal Interno,3.5,98022.31,2,baixo,Líder Técnico,1
PROJ_0635,Portal de Fornecedores,5.8,344558.36,3,alto,Gerente de Projetos,1
PROJ_0636,App de Logística,11.3,823816.0,3,alto,Consultor Técnico,1
PROJ_0637,Sistema CRM,3.4,111637.88,2,baixo,Arquiteto de Software,0
PROJ_0638,App de Logística Web,4.2,187430.16,2,médio,Gerente de Desenvolvimento,1
PROJ_0639,Sistema CRM,3.6,96003.19,2,baixo,Gerente de Projetos,0
PROJ_0640,Dashboard Analytics,5.0,132820.69,2,alto,Especialista em Dados,1
PROJ_0641,Sistema de Qualidade Mobile,4.4,156369.33,2,médio,Analista de Sistemas,1
PROJ_0642,Plataforma de Cursos,4.4,219898.79,2,médio,Tech Lead,0
PROJ_0643,Portal de Documentos,4.8,168943.89,2,baixo,Tech Lead,1
PROJ_0644,App de Monitoramento Pro,4.3,162388.86,3,baixo,Consultor Técnico,1
PROJ_0645,Sistema de Produção Plus,11.5,1046931.57,5,médio,Especialista em Dados,1
PROJ_0646,Sistema de Estoque Plus,4.6,121427.29,2,médio,Analista de Sistemas,1
PROJ_0647,Sistema de Estoque Advanced,2.9,63991.8,2,baixo,Líder Técnico,1
PROJ_0648,Portal de Fornecedores Plus,3.3,123973.98,2,alto,Tech Lead,1
PROJ_0649,App de Controle de Acesso,6.2,447967.98,4,baixo,Tech Lead,1
PROJ_0650,Sistema de RH,4.7,175687.36,2,alto,Especialista em Dados,1
PROJ_0651,Plataforma de Vendas,8.4,365238.31,3,baixo,Arquiteto de Software,1
PROJ_0652,App de Logística Advanced,5.0,216088.6,2,médio,Consultor Técnico,1
PROJ_0653,Sistema de Qualidade,5.7,328758.04,3,médio,Desenvolvedor Senior,1
PROJ_0654,Portal de Relatórios,9.5,386383.53,2,alto,Gerente de Projetos,0
PROJ_0655,Sistema CRM,4.1,153304.12,2,alto,Especialista em Dados,1
PROJ_0656,Sistema CRM,3.2,100038.75,2,baixo,Coordenador de TI,0
PROJ_0657,Portal de Fornecedores Pro,5.1,200866.84,2,médio,Tech Lead,1
PROJ_0658,App de Comunicação,7.0,158698.08,2,baixo,Gerente de Projetos,0
PROJ_0659,App de Monitoramento Mobile,5.0,229722.45,3,alto,Desenvolvedor Senior,1
PROJ_0660,Sistema Financeiro,6.7,208531.06,2,alto,Coordenador de TI,1
PROJ_0661,App de Monitoramento,8.1,387870.43,3,alto,Consultor Técnico,1
PROJ_0662,Portal Interno,9.6,525293.03,3,médio,Líder Técnico,1
PROJ_0663,Plataforma IoT,5.0,248832.26,4,baixo,Analista de Sistemas,1
PROJ_0664,Sistema de Estoque,7.0,274053.4,2,alto,Tech Lead,0
PROJ_0665,Sistema de Produção,8.2,252171.17,2,médio,Analista de Sistemas,1
PROJ_0666,Sistema de RH,6.4,619594.84,4,alto,Gerente de Desenvolvimento,1
PROJ_0667,Plataforma de Vendas V2,2.8,108111.48,2,médio,Analista de Sistemas,1
PROJ_0668,Sistema de Backup,3.3,118030.72,2,baixo,Especialista em Dados,1
PROJ_0669,Plataforma de Vendas,5.6,187798.61,2,alto,Líder Técnico,0
PROJ_0670,Sistema de Compras,4.3,158160.28,3,médio,Tech Lead,0
PROJ_0671,App de Controle de Acesso,3.6,153987.03,3,alto,Analista de Sistemas,1
PROJ_0672,App de Monitoramento,6.4,175351.68,2,baixo,Arquiteto de Software,0
PROJ_0673,Portal de Relatórios,2.7,89396.07,2,médio,Consultor Técnico,1
PROJ_0674,Sistema de Produção,2.9,82900.72,2,baixo,Líder Técnico,1
PROJ_0675,Sistema CRM,4.8,123874.31,2,médio,Gerente de Projetos,1
PROJ_0676,Sistema Financeiro,7.8,414081.76,3,médio,Coordenador de TI,1
PROJ_0677,Portal de Fornecedores,8.7,312241.59,2,baixo,Gerente de Projetos,0
PROJ_0678,Sistema de Manutenção,8.5,465991.89,4,alto,Líder Técnico,1
PROJ_0679,Portal de Relatórios V2,14.9,908994.16,4,médio,Líder Técnico,0
PROJ_0680,App de Logística Web,6.5,250851.01,2,alto,Líder Técnico,1
PROJ_0681,App de Comunicação,3.3,88654.51,2,alto,Analista de Sistemas,1
PROJ_0682,Plataforma de BI,6.2,244733.74,2,baixo,Gerente de Projetos,0
PROJ_0683,Portal de Relatórios,4.1,132684.86,2,baixo,Coordenador de TI,1
PROJ_0684,Sistema de RH Pro,2.4,69601.1,2,baixo,Gerente de Desenvolvimento,1
PROJ_0685,Plataforma E-commerce,10.8,785922.6,4,baixo,Desenvolvedor Senior,0
PROJ_0686,Portal de Fornecedores,5.5,204465.86,2,baixo,Líder Técnico,1
PROJ_0687,App de Controle de Acesso,6.5,318003.75,3,médio,Gerente de Projetos,1
PROJ_0688,Sistema de Backup Plus,4.0,228128.96,3,baixo,Consultor Técnico,0
PROJ_0689,Plataforma de Cursos,4.2,212093.29,3,médio,Especialista em Dados,1
PROJ_0690,Plataforma de Vendas,3.7,108967.97,2,médio,Analista de Sistemas,1
PROJ_0691,Sistema de Qualidade,4.6,129951.05,2,médio,Tech Lead,1
PROJ_0692,Sistema de Produção,5.9,153439.94,2,médio,Arquiteto de Software,1
PROJ_0693,Sistema de Manutenção,2.1,84429.64,2,alto,Desenvolvedor Senior,1
PROJ_0694,Portal Interno,6.3,204300.21,2,alto,Desenvolvedor Senior,1
PROJ_0695,Sistema CRM,9.1,236143.46,2,médio,Desenvolvedor Senior,0
PROJ_0696,Sistema de Backup,9.2,412523.11,3,médio,Tech Lead,1
PROJ_0697,App de Logística,9.8,234072.48,2,baixo,Arquiteto de Software,0
PROJ_0698,Sistema CRM Web,7.8,284233.17,2,médio,Consultor Técnico,0
PROJ_0699,App de Monitoramento,4.2,307630.22,4,baixo,Gerente de Desenvolvimento,1
PROJ_0700,Plataforma de BI,4.5,160521.1,2,baixo,Analista de Sistemas,0
PROJ_0701,Sistema CRM Web,3.2,107392.23,2,médio,Coordenador de TI,1
PROJ_0702,Sistema Financeiro,6.1,263644.64,2,alto,Arquiteto de Software,1
PROJ_0703,Portal de Documentos,7.6,207385.22,2,médio,Desenvolvedor Senior,0
PROJ_0704,Plataforma de BI,3.2,85076.15,2,médio,Consultor Técnico,1
PROJ_0705,Sistema de Backup V2,5.7,297411.97,2,médio,Líder Técnico,1
PROJ_0706,Portal de Documentos,4.1,118167.76,2,médio,Desenvolvedor Senior,1
PROJ_0707,App Mobile de Vendas,5.4,182904.95,2,baixo,Consultor Técnico,0
PROJ_0708,App de Delivery,2.5,146382.14,4,médio,Gerente de Projetos,1
PROJ_0709,Sistema de Estoque,5.2,181553.98,2,médio,Especialista em Dados,1
PROJ_0710,Sistema de Estoque,10.2,641356.98,3,médio,Analista de Sistemas,0
PROJ_0711,Sistema de Gestão Empresarial,11.0,390875.33,3,médio,Analista de Sistemas,1
PROJ_0712,Portal de Fornecedores,2.7,97350.61,2,médio,Especialista em Dados,0
PROJ_0713,App de Logística,6.7,170880.75,2,médio,Arquiteto de Software,0
PROJ_0714,Plataforma de Cursos V2,10.5,533363.12,2,médio,Coordenador de TI,1
PROJ_0715,App de Atendimento,3.0,97164.7,2,baixo,Consultor Técnico,1
PROJ_0716,Portal de Documentos,8.4,226396.58,2,médio,Gerente de Projetos,0
PROJ_0717,App de Controle de Acesso,2.4,144126.5,3,médio,Gerente de Desenvolvimento,1
PROJ_0718,Sistema de Compras,2.8,73698.02,2,alto,Gerente de Projetos,1
PROJ_0719,Plataforma de BI,4.0,126681.95,2,baixo,Especialista em Dados,1
PROJ_0720,Dashboard Analytics,4.8,117110.3,2,baixo,Arquiteto de Software,1
PROJ_0721,Sistema de Compras Pro,14.8,673039.14,3,alto,Líder Técnico,0
PROJ_0722,Sistema de Manutenção Pro,7.5,288531.84,2,alto,Arquiteto de Software,1
PROJ_0723,Sistema de Qualidade,3.5,95610.08,2,baixo,Consultor Técnico,1
PROJ_0724,Plataforma de Vendas,9.2,628794.7,4,baixo,Analista de Sistemas,1
PROJ_0725,Portal de Treinamento,7.7,495658.09,3,baixo,Arquiteto de Software,0
PROJ_0726,Sistema de RH,3.2,102377.89,2,alto,Tech Lead,1
PROJ_0727,Dashboard Analytics,2.5,71994.0,2,médio,Arquiteto de Software,1
PROJ_0728,Sistema de Backup Web,5.4,155487.36,2,alto,Tech Lead,1
PROJ_0729,Sistema de Segurança Web,3.6,163277.71,2,baixo,Desenvolvedor Senior,0
PROJ_0730,Dashboard Analytics,4.6,312908.13,4,baixo,Gerente de Desenvolvimento,1
PROJ_0731,Plataforma de BI,8.6,260195.12,2,médio,Tech Lead,0
PROJ_0732,Portal do Cliente,4.1,116822.37,2,médio,Coordenador de TI,0
PROJ_0733,Dashboard Analytics,8.9,192312.9,2,baixo,Especialista em Dados,1
PROJ_0734,Plataforma de Cursos,5.9,246331.55,2,alto,Gerente de Projetos,1
PROJ_0735,Portal Interno,5.0,186816.14,2,baixo,Especialista em Dados,1
PROJ_0736,App de Comunicação Pro,2.9,153473.64,2,baixo,Arquiteto de Software,0
PROJ_0737,Portal de Relatórios,6.8,305461.96,2,alto,Gerente de Projetos,1
PROJ_0738,Portal Interno,6.3,360060.2,3,baixo,Desenvolvedor Senior,1
PROJ_0739,App Mobile de Vendas,4.3,132672.4,2,baixo,Especialista em Dados,0
PROJ_0740,Sistema CRM Web,7.2,293905.93,2,alto,Consultor Técnico,1
PROJ_0741,App de Controle de Acesso,4.5,116127.65,2,alto,Arquiteto de Software,1
PROJ_0742,Sistema de Backup Pro,3.6,154728.97,2,baixo,Tech Lead,0
PROJ_0743,Sistema de Manutenção Plus,5.1,159057.59,2,baixo,Especialista em Dados,0
PROJ_0744,Plataforma E-commerce,6.8,216036.97,2,baixo,Líder Técnico,0
PROJ_0745,Sistema Financeiro,9.4,215549.73,2,médio,Consultor Técnico,0
PROJ_0746,App de Controle de Acesso,4.2,161084.34,2,médio,Consultor Técnico,1
PROJ_0747,Sistema de Segurança,4.0,254095.78,3,baixo,Desenvolvedor Senior,1
PROJ_0748,App de Comunicação Mobile,12.8,1275140.45,4,médio,Coordenador de TI,1
PROJ_0749,Plataforma de Vendas,3.7,152246.94,2,alto,Tech Lead,0
PROJ_0750,Portal do Cliente,9.9,627555.05,4,médio,Coordenador de TI,0
PROJ_0751,App Mobile de Vendas,6.6,223780.5,2,baixo,Consultor Técnico,0
PROJ_0752,Sistema de RH,6.1,243685.31,2,alto,Analista de Sistemas,1
PROJ_0753,Dashboard Analytics,4.5,179051.47,2,alto,Consultor Técnico,1
PROJ_0754,Sistema de Qualidade Plus,4.3,118954.22,2,médio,Líder Técnico,1
PROJ_0755,App de Logística Mobile,5.2,187312.84,2,médio,Especialista em Dados,0
PROJ_0756,Sistema de Segurança Plus,6.4,300557.76,2,médio,Consultor Técnico,1
PROJ_0757,Portal de Fornecedores,6.8,237101.35,2,baixo,Gerente de Projetos,0
PROJ_0758,Sistema de Produção,3.5,198358.46,3,médio,Arquiteto de Software,1
PROJ_0759,Portal de Documentos Pro,3.0,131693.27,2,alto,Gerente de Projetos,0
PROJ_0760,Portal de Documentos V2,4.1,327414.41,3,médio,Gerente de Projetos,1
PROJ_0761,Portal de Fornecedores,9.5,585582.44,3,médio,Coordenador de TI,1
PROJ_0762,Sistema de Produção,4.6,354362.81,3,baixo,Coordenador de TI,0
PROJ_0763,App de Controle de Acesso,3.7,127698.45,2,médio,Arquiteto de Software,1
PROJ_0764,Portal de Fornecedores Plus,5.2,238409.0,3,baixo,Gerente de Desenvolvimento,1
PROJ_0765,Sistema Financeiro,2.8,79366.48,2,baixo,Gerente de Desenvolvimento,0
PROJ_0766,Sistema de Qualidade,5.9,265381.95,2,alto,Gerente de Desenvolvimento,1
PROJ_0767,App de Monitoramento Web,3.6,120457.41,2,médio,Consultor Técnico,1
PROJ_0768,Plataforma E-commerce,4.6,130513.27,2,alto,Tech Lead,1
PROJ_0769,Sistema de Estoque Mobile,5.6,243305.23,2,alto,Gerente de Desenvolvimento,1
PROJ_0770,Plataforma de Vendas Plus,3.4,113288.82,2,baixo,Gerente de Projetos,1
PROJ_0771,App de Comunicação Pro,7.0,280135.57,2,alto,Especialista em Dados,0
PROJ_0772,Plataforma IoT,5.8,417600.53,4,baixo,Gerente de Desenvolvimento,1
PROJ_0773,Sistema de Produção,2.8,87155.42,2,médio,Desenvolvedor Senior,1
PROJ_0774,App de Delivery,6.8,233309.62,2,baixo,Analista de Sistemas,1
PROJ_0775,Portal Interno Web,8.8,412010.2,4,alto,Coordenador de TI,1
PROJ_0776,App Mobile de Vendas,7.4,188199.97,2,médio,Gerente de Desenvolvimento,0
PROJ_0777,Sistema de Manutenção,2.7,100613.88,2,médio,Gerente de Projetos,1
PROJ_0778,App de Delivery V2,10.0,1695968.92,7,médio,Líder Técnico,1
PROJ_0779,App Mobile de Vendas,4.0,121247.83,2,alto,Gerente de Projetos,1
PROJ_0780,App de Delivery,5.2,391995.75,5,médio,Gerente de Desenvolvimento,1
PROJ_0781,Sistema de Qualidade Plus,7.0,347039.09,4,médio,Gerente de Projetos,0
PROJ_0782,Plataforma E-commerce,4.7,144586.97,2,médio,Arquiteto de Software,1
PROJ_0783,App de Delivery,6.7,290745.29,2,médio,Líder Técnico,0
PROJ_0784,Plataforma de Cursos,3.7,94287.52,2,baixo,Tech Lead,1
PROJ_0785,App de Delivery,9.2,229771.49,2,médio,Analista de Sistemas,0
PROJ_0786,Plataforma IoT,6.0,181299.49,2,médio,Gerente de Desenvolvimento,1
PROJ_0787,Sistema CRM Mobile,4.2,160456.51,2,médio,Líder Técnico,1
PROJ_0788,Sistema de Compras,7.1,337213.28,3,alto,Analista de Sistemas,1
PROJ_0789,App de Atendimento,7.0,530134.24,5,alto,Consultor Técnico,1
PROJ_0790,App de Logística Pro,9.4,655230.34,3,alto,Gerente de Desenvolvimento,1
PROJ_0791,Sistema de Segurança,4.7,128774.99,2,médio,Gerente de Desenvolvimento,1
PROJ_0792,Portal de Fornecedores Advanced,6.5,287528.35,2,baixo,Analista de Sistemas,0
PROJ_0793,App de Comunicação,3.7,121650.64,2,alto,Desenvolvedor Senior,0
PROJ_0794,Portal de Treinamento Web,5.7,285341.34,4,alto,Analista de Sistemas,1
PROJ_0795,Sistema de Segurança,13.8,995827.74,4,alto,Gerente de Projetos,1
PROJ_0796,Sistema de Produção,4.4,201412.79,3,baixo,Gerente de Desenvolvimento,1
PROJ_0797,Sistema de Produção,4.0,114018.67,2,alto,Gerente de Desenvolvimento,1
PROJ_0798,App de Delivery Pro,6.0,526745.96,4,alto,Coordenador de TI,1
PROJ_0799,App de Controle de Acesso,5.4,182404.18,2,alto,Tech Lead,1
PROJ_0800,Portal do Cliente,9.5,459666.88,3,alto,Desenvolvedor Senior,1
PROJ_0801,App Mobile de Vendas Web,2.3,93172.39,2,baixo,Líder Técnico,0
PROJ_0802,Sistema de Manutenção V2,4.4,159099.92,2,médio,Desenvolvedor Senior,1
PROJ_0803,Sistema de Segurança,5.0,143104.86,2,alto,Consultor Técnico,1
PROJ_0804,Sistema de RH,3.8,143237.13,2,médio,Tech Lead,1
PROJ_0805,Sistema CRM,4.5,153901.34,2,médio,Gerente de Projetos,0
PROJ_0806,Sistema de RH,4.7,106186.47,2,alto,Coordenador de TI,0
PROJ_0807,Portal de Documentos,2.9,92992.04,2,médio,Especialista em Dados,0
PROJ_0808,App de Controle de Acesso Mobile,7.8,164974.76,2,alto,Desenvolvedor Senior,0
PROJ_0809,App de Monitoramento,5.7,141564.24,2,médio,Consultor Técnico,0
PROJ_0810,Plataforma de Cursos,5.6,257561.86,2,alto,Gerente de Desenvolvimento,1
PROJ_0811,Sistema de Qualidade,3.5,121036.8,2,médio,Tech Lead,0
PROJ_0812,Sistema CRM Mobile,6.7,148434.3,2,baixo,Especialista em Dados,0
PROJ_0813,Sistema de Qualidade Web,5.5,137958.04,2,baixo,Especialista em Dados,1
PROJ_0814,App de Comunicação,5.0,183873.66,2,baixo,Desenvolvedor Senior,1
PROJ_0815,Sistema Financeiro,4.6,428909.45,6,baixo,Gerente de Projetos,1
PROJ_0816,Portal de Relatórios,10.2,366058.81,2,alto,Analista de Sistemas,1
PROJ_0817,Sistema de Gestão Empresarial Mobile,4.8,342100.4,3,médio,Líder Técnico,1
PROJ_0818,Portal de Documentos,10.3,284262.42,2,médio,Analista de Sistemas,0
PROJ_0819,Sistema de RH,6.8,181035.14,2,médio,Gerente de Desenvolvimento,1
PROJ_0820,Portal de Relatórios,3.1,109123.25,2,médio,Especialista em Dados,1
PROJ_0821,Sistema de Produção,3.9,103371.09,2,baixo,Tech Lead,1
PROJ_0822,Portal Interno,8.4,740404.16,4,baixo,Especialista em Dados,1
PROJ_0823,Portal de Documentos,2.5,122135.07,2,alto,Especialista em Dados,1
PROJ_0824,Sistema de Qualidade Pro,9.9,630511.36,4,alto,Analista de Sistemas,1
PROJ_0825,Plataforma E-commerce,7.9,198246.15,2,médio,Especialista em Dados,1
PROJ_0826,Dashboard Analytics,5.0,181458.46,3,alto,Consultor Técnico,1
PROJ_0827,App de Atendimento,6.7,250750.61,2,médio,Consultor Técnico,1
PROJ_0828,App Mobile de Vendas,9.6,979834.31,6,médio,Coordenador de TI,1
PROJ_0829,Plataforma de BI,9.5,618794.32,3,baixo,Gerente de Projetos,0
PROJ_0830,Portal de Fornecedores Web,9.7,417735.48,3,médio,Desenvolvedor Senior,0
PROJ_0831,Portal do Cliente,5.2,188547.03,2,alto,Gerente de Projetos,1
PROJ_0832,Sistema de RH,4.8,151950.0,2,médio,Tech Lead,1
PROJ_0833,App Mobile de Vendas,10.0,518593.34,3,baixo,Líder Técnico,0
PROJ_0834,App de Controle de Acesso,2.3,88934.6,3,médio,Especialista em Dados,1
PROJ_0835,Sistema de Gestão Empresarial Mobile,8.5,235899.83,2,baixo,Gerente de Desenvolvimento,0
PROJ_0836,Sistema de Gestão Empresarial Web,7.0,240655.49,2,baixo,Arquiteto de Software,1
PROJ_0837,Sistema de Produção,5.5,234081.55,2,médio,Gerente de Projetos,1
PROJ_0838,Plataforma de Vendas,3.0,93714.25,2,médio,Gerente de Desenvolvimento,1
PROJ_0839,Sistema de Segurança,6.1,286029.93,2,baixo,Analista de Sistemas,0
PROJ_0840,Sistema de Estoque,13.9,474680.04,2,baixo,Consultor Técnico,0
PROJ_0841,Plataforma E-commerce Mobile,2.6,132190.41,2,baixo,Consultor Técnico,1
PROJ_0842,Portal Interno,9.7,414618.46,3,baixo,Arquiteto de Software,1
PROJ_0843,Sistema de Segurança,8.2,628351.49,5,baixo,Tech Lead,1
PROJ_0844,App de Monitoramento,6.4,193187.29,2,alto,Desenvolvedor Senior,1
PROJ_0845,Sistema de Backup Web,2.5,72951.6,2,médio,Coordenador de TI,1
PROJ_0846,App de Atendimento,4.7,133612.48,2,médio,Gerente de Projetos,1
PROJ_0847,Portal do Cliente,4.4,194190.35,2,baixo,Gerente de Desenvolvimento,1
PROJ_0848,Sistema de Produção,11.4,451802.59,2,alto,Gerente de Projetos,0
PROJ_0849,Sistema de Backup Advanced,8.2,370471.84,3,baixo,Gerente de Desenvolvimento,1
PROJ_0850,App de Atendimento,10.8,679542.36,3,médio,Líder Técnico,1
PROJ_0851,Portal de Treinamento,4.4,165986.38,2,médio,Consultor Técnico,1
PROJ_0852,App de Controle de Acesso Plus,3.8,172150.48,2,baixo,Líder Técnico,0
PROJ_0853,App de Logística V2,3.6,173741.13,2,médio,Arquiteto de Software,0
PROJ_0854,Sistema de Compras,5.5,147161.12,2,baixo,Gerente de Projetos,0
PROJ_0855,Dashboard Analytics,7.9,331120.04,2,médio,Tech Lead,0
PROJ_0856,Sistema de Gestão Empresarial,2.9,98303.34,2,baixo,Líder Técnico,1
PROJ_0857,Plataforma E-commerce,2.6,61057.49,2,médio,Gerente de Desenvolvimento,1
PROJ_0858,App de Controle de Acesso Plus,3.9,192451.28,2,médio,Líder Técnico,1
PROJ_0859,App de Delivery,7.4,343801.2,3,alto,Gerente de Desenvolvimento,1
PROJ_0860,Plataforma IoT,6.6,209725.57,2,baixo,Tech Lead,1
PROJ_0861,App de Monitoramento,4.1,169632.64,2,alto,Analista de Sistemas,1
PROJ_0862,Sistema de Segurança,4.4,184669.17,2,médio,Coordenador de TI,1
PROJ_0863,Plataforma de Vendas,3.1,110923.16,2,baixo,Tech Lead,1
PROJ_0864,App Mobile de Vendas Plus,5.3,353810.65,5,alto,Coordenador de TI,1
PROJ_0865,Plataforma de Cursos,7.3,209637.38,2,baixo,Líder Técnico,1
PROJ_0866,Sistema de Manutenção,3.2,107650.44,2,baixo,Tech Lead,1
PROJ_0867,Sistema de Gestão Empresarial,9.0,531186.3,3,médio,Especialista em Dados,1
PROJ_0868,App de Logística Mobile,4.3,138606.75,2,baixo,Gerente de Desenvolvimento,1
PROJ_0869,Portal de Fornecedores Mobile,4.0,146439.37,2,alto,Gerente de Desenvolvimento,1
PROJ_0870,Portal do Cliente,4.3,157802.85,2,médio,Arquiteto de Software,1
PROJ_0871,Sistema de Segurança V2,4.9,132810.46,2,alto,Coordenador de TI,1
PROJ_0872,Portal Interno Web,5.5,114506.42,2,alto,Analista de Sistemas,1
PROJ_0873,Portal de Documentos,7.9,501450.81,5,médio,Tech Lead,1
PROJ_0874,Sistema de Estoque Pro,5.4,212824.72,2,médio,Especialista em Dados,1
PROJ_0875,Sistema Financeiro,4.3,150506.84,2,alto,Coordenador de TI,1
PROJ_0876,Plataforma E-commerce Advanced,14.0,1988856.88,7,alto,Especialista em Dados,1
PROJ_0877,Sistema de Produção,4.6,136345.68,2,médio,Gerente de Desenvolvimento,1
PROJ_0878,Sistema de Estoque Pro,6.6,173215.64,2,baixo,Consultor Técnico,0
PROJ_0879,Portal do Cliente,4.2,297084.14,3,médio,Tech Lead,1
PROJ_0880,Portal de Treinamento,3.7,136181.25,2,baixo,Arquiteto de Software,1
PROJ_0881,Portal de Fornecedores,3.6,129796.64,2,médio,Coordenador de TI,1
PROJ_0882,Portal de Documentos,7.6,351102.94,4,médio,Desenvolvedor Senior,1
PROJ_0883,Portal de Relatórios,3.2,137129.71,2,médio,Gerente de Desenvolvimento,0
PROJ_0884,Dashboard Analytics Pro,7.3,453310.43,4,alto,Arquiteto de Software,1
PROJ_0885,App de Logística Plus,4.2,279173.91,3,médio,Gerente de Desenvolvimento,0
PROJ_0886,Portal Interno,4.9,231263.13,2,médio,Especialista em Dados,1
PROJ_0887,Sistema de Segurança Pro,3.4,113522.95,2,alto,Desenvolvedor Senior,1
PROJ_0888,Portal de Documentos,3.4,104251.84,2,alto,Líder Técnico,1
PROJ_0889,Sistema de Manutenção V2,3.9,109482.62,2,alto,Analista de Sistemas,1
PROJ_0890,Sistema CRM Advanced,6.9,287821.5,2,alto,Tech Lead,0
PROJ_0891,Plataforma de BI,3.4,86235.43,2,baixo,Tech Lead,1
PROJ_0892,Sistema de Qualidade,2.6,61565.29,2,baixo,Líder Técnico,0
PROJ_0893,Plataforma E-commerce,3.4,102926.92,2,médio,Líder Técnico,1
PROJ_0894,Sistema de Backup Pro,7.7,617268.14,4,baixo,Analista de Sistemas,1
PROJ_0895,App de Monitoramento,3.5,158225.11,2,alto,Arquiteto de Software,0
PROJ_0896,Portal de Documentos,5.4,236035.27,3,médio,Especialista em Dados,1
PROJ_0897,Portal de Relatórios,5.9,155396.95,2,baixo,Tech Lead,1
PROJ_0898,App de Monitoramento Advanced,5.6,250326.36,2,médio,Tech Lead,1
PROJ_0899,Sistema de Estoque,3.0,101864.22,2,alto,Desenvolvedor Senior,1
PROJ_0900,Portal de Relatórios,5.2,204037.03,2,alto,Analista de Sistemas,1
PROJ_0901,Plataforma IoT,5.4,196565.07,2,médio,Gerente de Projetos,0
PROJ_0902,Portal de Documentos,11.8,565698.77,3,alto,Desenvolvedor Senior,0
PROJ_0903,Sistema de Qualidade,3.3,100032.88,2,baixo,Coordenador de TI,0
PROJ_0904,Plataforma de BI,9.0,408686.81,2,baixo,Gerente de Desenvolvimento,0
PROJ_0905,Plataforma IoT,2.4,68735.96,2,alto,Arquiteto de Software,1
PROJ_0906,App de Delivery Plus,5.9,241178.37,2,baixo,Gerente de Desenvolvimento,1
PROJ_0907,Sistema de Segurança,3.7,97322.72,2,médio,Especialista em Dados,0
PROJ_0908,Sistema de Manutenção,3.4,132838.1,2,alto,Gerente de Desenvolvimento,1
PROJ_0909,Sistema de Produção,8.5,189922.54,2,médio,Gerente de Desenvolvimento,1
PROJ_0910,Sistema de Produção Pro,3.0,97004.16,2,alto,Consultor Técnico,1
PROJ_0911,Sistema de Manutenção,6.3,164732.11,2,baixo,Coordenador de TI,1
PROJ_0912,Sistema de Estoque,5.9,316332.24,3,baixo,Tech Lead,1
PROJ_0913,Dashboard Analytics,4.3,174639.2,2,médio,Gerente de Projetos,1
PROJ_0914,Portal de Relatórios,5.0,217320.48,2,médio,Gerente de Desenvolvimento,0
PROJ_0915,App de Comunicação,2.4,108315.07,2,baixo,Gerente de Desenvolvimento,0
PROJ_0916,Sistema de Estoque Pro,4.1,140909.82,2,alto,Desenvolvedor Senior,1
PROJ_0917,Plataforma de Vendas,4.9,157147.35,2,médio,Consultor Técnico,1
PROJ_0918,Portal de Relatórios,5.4,251264.67,2,baixo,Desenvolvedor Senior,1
PROJ_0919,Sistema de Qualidade,4.4,131147.2,2,médio,Especialista em Dados,1
PROJ_0920,App de Comunicação,9.5,426858.42,2,alto,Consultor Técnico,1
PROJ_0921,Plataforma E-commerce,5.8,273904.05,2,médio,Gerente de Projetos,1
PROJ_0922,App de Logística Advanced,3.1,121933.64,2,baixo,Coordenador de TI,1
PROJ_0923,Sistema de Estoque,5.7,230729.98,2,médio,Analista de Sistemas,1
PROJ_0924,Sistema Financeiro,6.6,196799.04,2,médio,Especialista em Dados,1
PROJ_0925,Sistema de Segurança Advanced,3.8,141806.01,2,baixo,Tech Lead,1
PROJ_0926,App de Logística Web,4.4,152254.86,2,médio,Especialista em Dados,0
PROJ_0927,Plataforma de Cursos V2,4.9,521712.39,5,baixo,Coordenador de TI,0
PROJ_0928,Sistema de Gestão Empresarial,7.3,276272.42,2,baixo,Coordenador de TI,1
PROJ_0929,Plataforma IoT,13.8,1179118.61,5,baixo,Desenvolvedor Senior,0
PROJ_0930,Plataforma de Vendas Plus,10.7,301340.44,2,alto,Tech Lead,1
PROJ_0931,Sistema de Produção,5.3,157540.47,2,baixo,Especialista em Dados,0
PROJ_0932,App de Delivery,13.7,762585.89,4,baixo,Analista de Sistemas,1
PROJ_0933,Dashboard Analytics,4.5,156199.75,2,baixo,Gerente de Desenvolvimento,1
PROJ_0934,App de Monitoramento Mobile,6.2,242375.9,2,médio,Desenvolvedor Senior,0
